
Code;Text
ML03AB04;interferon alfa-2A
ML03AB05;interferon alfa-2B
ML03AB06;interferon alfa-N1
ML03AB07;interferon beta-1A
ML03AB08;interferon beta-1B
ML03AB09;interferon alfacon-1
ML03AB10;Peginterferon alfa-2B
ML03AB11;peginterferon alfa-2A
ML03AB12;albinterferon alfa-2B
ML03AB13;peginterferon beta-1A
ML03AB14;cepeginterferon alfa-2B
ML03AB15;ropeginterferon alfa-2b
ML03AB16;peginterferon alfacon-2
ML03AB17;sampeginterferon beta-1a
ML03AB60;peginterferon-alpha-2B, comb.
ML03AB61;peginterferon alfa-2A, combinations
ML03AC;interleukins
ML03AC01;aldesleukin
ML03AC02;oprelvekin
ML03AC03;nogapendekin alfa and inbakicept
ML03AX;other immunostimulants
ML03AX01;lentinan
ML03AX02;roquinimex
ML03AX03;bcg vaccine
ML03AX04;pegademase
ML03AX05;pidotimod
ML03AX07;poly I:C
ML03AX08;poly ICLC
ML03AX09;thymopentin
ML03AX10;immunocyanin
ML03AX11;tasonermin
ML03AX12;melanoma vaccine
ML03AX13;glatiramer acetate
ML03AX14;histamine dihydrochloride
ML03AX15;mifamurtide
ML03AX16;plerixafor
ML03AX17;sipuleucel-T
ML03AX18;cridanimod
ML03AX19;dasiprotimut-T
ML03AX21;elapegademase
ML03AX22;leniolisib
ML03AX23;motixapastid
ML03AX24;mavorixafor
ML04;immunosuppressants
ML04A;immunosuppressants
ML04AA;selective immunosuppressants
ML04AA03;antilymphocyte immunoglobulin
ML04AA04;antithymocyte immunoglobulin
ML04AA06;mycophenolic acid
ML04AA15;alefacept
ML04AA19;gusperimus
ML04AA22;abetimus
ML04AA24;abatacept
ML04AA28;belatacept
ML04AA32;apremilast
ML04AA40;cladribine
ML04AA41;imlifidase
ML04AA48;belumosudil
ML04AA58;efgartigimod alfa
ML04AA60;remibrutinib
ML04AA61;notrandom
ML04AB;tumor necrosis factor alpha (TNF-alpha) inhibitors
ML04AB01;etanercept
ML04AB02;infliximab
ML04AB03;afelimomab
ML04AB04;adalimumab
ML04AB05;certolizumab pegol
ML04AB06;golimumab
ML04AB07;opinercept
ML04AC;interleukin inhibitors
ML04AC01;daclizumab
ML04AC02;basiliximab
ML04AC03;anakinra
ML04AC04;rilonacept
ML04AC05;ustekinumab
ML04AC07;tocilizumab
ML04AC08;canakinumab
ML04AC09;briakinumab
ML04AC10;secukinumab
ML04AC11;siltuximab
ML04AC12;brodalumab
ML04AC13;ixekizumab
ML04AC14;sarilumab
ML04AC15;sirukumab
ML04AC16;guselkumab
ML04AC17;tildrakizumab
ML04AC18;risankizumab
ML04AC19;satralizumab
ML04AC20;netakimab
ML04AC21;bimekizumab
ML04AC22;spesolimab
ML04AC23;olokizumab
ML04AC24;mirikizumab
ML04AC25;levilimab
ML04AC26;goflikicept
ML04AC27;cendakimab
ML04AD;calcinurin inhibitors
ML04AD01;ciclosporin
ML04AD02;tacrolimus
ML04AD03;voclosporin
ML04AE;sphingosine 1-phosphate (S1P) receptor modulators
ML04AE01;fingolimod
ML04AE02;ozanimod
ML04AE03;siponimod
ML04AE04;ponesimod
ML04AE05;etrasimod
ML04AF;janus associated kinase (JAK) inhibitors
ML04AF01;tofacitinib
ML04AF02;baricitinib
ML04AF03;upadacitinib
ML04AF04;filgotinib
ML04AF05;itacitinib
ML04AF06;peficitinib
ML04AF07;deucravacitinib
ML04AF08;ritlecitinib
ML04AF09;deuruxolitinib
ML04AG;monoclonal antibodies
ML04AG01;muromonab-CD3
ML04AG02;efalizumab
ML04AG03;natalizumab
ML04AG04;belimumab
ML04AG05;vedolizumab
ML04AG06;alemtuzumab
ML04AG07;begelomab
ML04AG08;ocrelizumab
ML04AG09;emapalumab
ML04AG10;inebilizumab
ML04AG11;anifrolumab
ML04AG12;ofatumumab
ML04AG13;teprotumumab
ML04AG14;ublituximab
ML04AG15;divozilimab
ML04AG16;rozanolixizumab
ML04AG17;seniprutug
ML04AG18;sibeprenlimab
ML04AG19;axatilimab
ML04AH;mammalian target of rapamycin (mTOR) kinase inhibitors
ML04AH01;sirolimus
ML04AH02;everolimus
ML04AJ;complement inhibitors
ML04AJ01;eculizumab
ML04AJ02;ravulizumab
ML04AJ03;pegcetacoplan
ML04AJ04;sutimlimab
ML04AJ05;avacopan
ML04AJ06;zilucoplan
ML04AJ07;crovalimab
ML04AJ08;iptacopan
ML04AJ09;danicopan
ML04AJ10;vilobelimab
ML04AJ11;pozelimab
ML04AK;dihydroorotate dehydrogenase (DHODH) inhibitors
ML04AK01;leflunomide
ML04AK02;teriflunomide
ML04AL;neonatal fragment crystallizable receptor (FcRn) inhibitors
ML04AL03;nipocalimab
ML04AX;other immunosuppressants
ML04AX01;azathioprine
ML04AX02;thalidomide
ML04AX03;methotrexate
ML04AX04;lenalidomide
ML04AX05;pirfenidone
ML04AX06;pomalidomide
ML04AX07;dimethyl fumarate
ML04AX08;darvadstrocel
ML04AX09;diroximel fumarate
ML04AX10;tegomil fumarate
MM;Musculo-skeletal system
MM01;anti-inflammatory and antirheumatic agents
MM01A;anti-inflammatory/anti-rheumatic agents, non-steroid
MM01AA;butylpyrazolidines
MM01AA01;phenylbutazone
MM01AA02;mofebutazone
MM01AA03;oxyphenbutazone
MM01AA05;clofezone
MM01AA06;kebuzon
MM01AB;acetic acid derivatives and related substances
MM01AB01;indomethacin
MM01AB02;sulindac
MM01AB03;tolmetin
MM01AB04;zomepirac
MM01AB05;diclofenac
MM01AB06;alclofenac
MM01AB07;bumadizone
MM01AB08;etodolac
MM01AB09;lonazolac
MM01AB10;fentiazac
MM01AB11;acemetacin
MM01AB12;difenpyramid
MM01AB13;oxamethacin
MM01AB14;proglumetacin
MM01AB15;ketorolac
MM01AB16;aceclofenac
MM01AB17;bufexamac
MM01AB51;indomethacin, combinations
MM01AB55;diclofenac, combinations
MM01AC;oxicams
MM01AC01;piroxicam
MM01AC02;tenoxicam
MM01AC04;droxicam
MM01AC05;lornoxicam
MM01AC06;meloxicam
MM01AC56;meloxicam, combinations
MM01AE;propionic acid derivatives
MM01AE01;ibuprofen
MM01AE02;naproxen
MM01AE03;ketoprofen
MM01AE04;fenoprofen
MM01AE05;fenbufen
MM01AE06;benoxaprofen
MM01AE07;suprofen
MM01AE08;pirprofen
MM01AE09;flurbiprofen
MM01AE10;indoprofen
MM01AE11;tiaprofenic acid
MM01AE12;oxaprozin
MM01AE13;ibuproxam
MM01AE14;dexibuprofen
MM01AE15;flunoxaprofen
MM01AE16;alminoprofen
MM01AE17;dexketoprofen
MM01AE18;naproxcinod
MM01AE19;loxoprofen
MM01AE20;pelubiprofen
MM01AE51;ibuprofen, combinations
MM01AE52;naproxen and esomeprazole
MM01AE53;ketoprofen, combinations
MM01AE56;naproxen and misoprostol
MM01AE57;naproxen and diphenhydramine
MM01AG;phenamates
MM01AG01;mefenamic acid
MM01AG02;tolfenamic acid
MM01AG03;flufenamic acid
MM01AG04;meclofenamic acid
MM01AH;coxibs
MM01AH01;celecoxib
MM01AH02;rofecoxib
MM01AH03;valdecoxib
MM01AH04;parecoxib
MM01AH05;etoricoxib
MM01AH06;lumiracoxib
MM01AH07;polmacoxib
MM01AX;other anti-inflammatory/anti-rheumatic agents, non-steroidal
MM01AX01;nabumetone
MM01AX02;niflumic acid
MM01AX04;azapropazone
MM01AX05;glucosamine
MM01AX07;benzydamine
MM01AX12;glucosamine polyglycan sulfate
MM01AX13;proquazon
MM01AX14;orgotein
MM01AX17;nimesulide
MM01AX18;feprazone
MM01AX21;diacerein
MM01AX22;morniflumate
MM01AX23;tenidap
MM01AX24;oxaceprol
MM01AX25;chondroitin sulfate
MM01AX26;avocado and soybean oil, unsaponifiables
MM01AX68;feprazone, combinations
MM01B;anti-inflammatory/antirheumatic agents in combination.
MM01BA;anti-inflammatory/antirheumatic agents in combination with corticosteroids
MM01BA01;phenylbutazone and corticosteroids
MM01BA02;dipyrocetyl and corticosteroids
MM01BA03;acetylsalicylic acid and corticosteroids
MM01BX;other anti-inflammatory agents in combination
MM01C;specific antirheumatic agents
MM01CA;quinolines
MM01CA03;oxycinchophene
MM01CB;gold compounds
MM01CB01;aurothiomalate sodium
MM01CB02;aurothiosulfate sodium
MM01CB03;auranofin
MM01CB04;aurothioglucose
MM01CB05;aurothioprol
MM01CC;penicillamine and similar substances
MM01CC01;penicillamine
MM01CC02;bucillamine
MM01CX;other specific antirheumatic agents
MM02;remedies for joint and muscle pain, external use
MM02A;remedies for joint and muscle pain, external use
MM02AA;anti-inflammatory drugs, non-steroidal, topical use
MM02AA01;phenylbutazone
MM02AA02;mofebutazone
MM02AA03;clofezone
MM02AA04;oxyphenbutazone
MM02AA05;benzydamine
MM02AA06;etofenamate
MM02AA07;piroxicam
MM02AA08;felbinac
MM02AA09;bufexamac
MM02AA10;ketoprofen
MM02AA11;bendazac
MM02AA12;naproxen
MM02AA13;ibuprofen
MM02AA14;fentiazac
MM02AA15;diclofenac
MM02AA16;feprazone
MM02AA17;niflumic acid
MM02AA18;meclofenamic acid
MM02AA19;flurbiprofen
MM02AA21;tolmetin
MM02AA22;suxibuzone
MM02AA23;indomethacin
MM02AA24;nifenazone
MM02AA25;aceclofenac
MM02AA26;nimesulide
MM02AA27;dexketoprofen
MM02AA28;piketoprofen
MM02AA29;esflurbiprofen
MM02AA31;loxoprofen
MM02AB;capsaicin and similar agents
MM02AB01;capsaicin
MM02AB02;zucapsaicin
MM02AC;preparations with salicylic acid derivatives
MM02AX;other remedies for joint and muscle pain, topical
MM02AX02;tolazoline
MM02AX03;dimethyl sulfoxide
MM02AX05;hydrocilamide
MM02AX06;tolperisone
MM02AX10;various other remedies for joint and muscle pain, topical
MM03;muscle relaxants
MM03A;muscle relaxants, peripherally acting agents
MM03AA;curare alkaloids
MM03AA01;alcuron
MM03AA02;tubocurarine
MM03AA04;dimethyltubocurarine
MM03AB;choline derivatives
MM03AB01;suxamethon
MM03AC;other quaternary ammonium compounds
MM03AC01;pancuron
MM03AC02;gallamine
MM03AC03;vecuron
MM03AC04;atracurium
MM03AC05;hexafluron
MM03AC06;pipecuronium bromide
MM03AC07;doxacurium chloride
MM03AC08;fazadinium bromide
MM03AC09;rocuronium bromide
MM03AC10;mivacurium chloride
MM03AC11;cisatracurium
MM03AX;other muscle relaxants, peripherally acting
MM03AX01;botulinum toxin
MM03B;muscle relaxants, centrally acting agents
MM03BA;carbamic acid esters
MM03BA01;phenprobamate
MM03BA02;carisoprodol
MM03BA03;methocarbamol
MM03BA04;styramate
MM03BA05;febarbamate
MM03BA51;phenprobamate, combinations excl. psycholeptics
MM03BA52;carisoprodol, combinations excl. psycholeptics
MM03BA53;methocarbamol, combinations excl. psycholeptics
MM03BA71;phenprobamate, combinations with psycholeptics
MM03BA72;carisoprodol, combinations with psycholeptics
MM03BA73;methocarbamol, combinations with psycholeptics
MM03BB;oxazole, thiazine, triazine derivatives
MM03BB02;chlormezanone
MM03BB03;chlorzoxazone
MM03BB52;chlormezanone, combinations excl. psycholeptics
MM03BB53;chlorzoxazone, combinations excl. psycholeptics
MM03BB72;chlormezanone, combinations with psycholeptics
MM03BB73;chlorzoxazone, combinations with psycholeptics
MM03BC;ethers, chemically related to antihistamines
MM03BC01;orphenadrine (citrate)
MM03BC51;orphenadrine, combinations
MM03BX;other muscle relaxants, centrally acting
MM03BX01;baclofen
MM03BX02;tizanidine
MM03BX03;pridinol
MM03BX04;tolperisone
MM03BX05;thiocolchicoside
MM03BX06;mephenesin
MM03BX07;tetrazepam
MM03BX08;cyclobenzaprine
MM03BX09;eperizon
MM03BX30;phenyramidol
MM03BX53;pridinol, combinations
MM03BX55;thiocolchicoside, combinations
MM03C;muscle relaxants, direct acting agents
MM03CA;dantrolene and derivatives
MM03CA01;dantrolene
MM04;drugs for gouty arthritis
MM04A;drugs for gouty arthritis
MM04AA;agents that inhibit uric acid production
MM04AA01;allopurinol
MM04AA02;tisopurine
MM04AA03;febuxostat
MM04AA51;allopurinol, combinations
MM04AB;agents that increase uric acid excretion
MM04AB01;probenecid
MM04AB02;sulfinpyrazone
MM04AB03;benzbromarone
MM04AB04;isobromoindione
MM04AB05;lesinurad
MM04AC;agents without effect on uric acid metabolism
MM04AC01;colchicine
MM04AC02;cinchophene
MM04AC51;colchicine and probenecid
MM04AX;other drugs for gouty arthritis
MM04AX01;urate oxidase
MM04AX02;pegloticase
MM05;drugs for the treatment of bone diseases
MM05B;agents affecting bone structure and mineralization
MM05BA;bisphosphonates
MM05BA01;etidronic acid
MM05BA02;clodronic acid
MM05BA03;pamidronic acid
MM05BA04;alendronic acid
MM05BA05;tiludronic acid
MM05BA06;ibandronic acid
MM05BA07;risedronate
MM05BA08;zoledronic acid
MM05BB;bisphosphonates, combinations
MM05BB01;etidronic acid and calcium, sequence preparations
MM05BB02;risedronate and calcium, sequential preparations
MM05BB03;alendronic acid and colecalciferol
MM05BB04;risedronic acid, calcium and colecalciferol, sequential preparations
MM05BB05;alendronic acid, calcium and colecalciferol, sequential preparations
MM05BB06;alendronic acid and alfacalcidol, sequential preparations
MM05BB07;risedronate acid and colecalciferol
MM05BB08;zoledronic acid, calcium and cholecalciferol, sequential preparations
MM05BB09;ibandronic acid and colecalciferol
MM05BC;bone morphogenic proteins
MM05BC01;dibotermin alfa
MM05BC02;eptotermin alfa
MM05BX;other agents affecting bone structure and mineralization
MM05BX01;ipriflavone
MM05BX02;aluminum chloride hydrate
MM05BX03;strontium ranelate
MM05BX04;denosumab
MM05BX05;burosumab
MM05BX06;romosozumab
MM05BX07;vosoritid
MM05BX08;menatetrenone
MM05BX53;strontium ranelate and colecalciferol
MM09;other drugs for disorders of the musculoskeletal system
MM09A;other drugs for disorders of the musculoskeletal system
MM09AA;quinine and derivatives
MM09AA01;hydroquinine
MM09AA72;quinine, combinations with psycholeptics
MM09AB;enzymes
MM09AB01;chymopapain
MM09AB02;collagenase clostridium histolyticum
MM09AB03;bromelains
MM09AB52;trypsin, combinations
MM09AX;other drugs for disorders of the musculoskeletal system
MM09AX01;hyaluronic acid
MM09AX02;chondrocytes, autologous
MM09AX03;ataluren
MM09AX04;drisapersen
MM09AX05;aceneuramic acid
MM09AX06;eteplirsen
MM09AX07;nusinersen
MM09AX08;golodirsen
MM09AX09;onasemnogenabeparvovec
MM09AX10;rice diplam
MM09AX11;palovaroten
MM09AX12;wild lark
MM09AX13;casimersen
MM09AX14;givinostat
MM09AX15;delandistrogen moxaparvovec
MN;Nervous system
MN01;anesthetics
MN01A;anesthetics, general
MN01AA;ether
MN01AA01;ether (diethyl ether)
MN01AA02;vinyl ether
MN01AB;halogenated hydrocarbons
MN01AB01;halothane
MN01AB02;chloroform
MN01AB04;enflurane
MN01AB05;trichloroethylene
MN01AB06;isoflurane
MN01AB07;desflurane
MN01AB08;sevoflurane
MN01AF;barbiturates, uncompounded
MN01AF01;methohexital
MN01AF02;hexobarbital
MN01AF03;thiopental
MN01AG;barbiturates in combination with other substances
MN01AG01;narcobarbital
MN01AH;opioid anesthetics
MN01AH01;fentanyl
MN01AH02;alfentanil
MN01AH03;sufentanil
MN01AH04;phenoperidine
MN01AH05;anileridine
MN01AH06;remifentanil
MN01AH51;fentanyl, combinations
MN01AX;other general anesthetics
MN01AX03;ketamine
MN01AX04;propanidide
MN01AX05;alfaxalone
MN01AX07;etomidate
MN01AX10;propofol
MN01AX11;sodium oxybate
MN01AX13;nitrous oxide
MN01AX14;esketamine
MN01AX15;xenon
MN01AX63;nitrous oxide, comp.
MN01B;local anesthetics
MN01BA;aminobenzoic acid esters
MN01BA01;methabutethamine
MN01BA02;procaine
MN01BA03;tetracaine
MN01BA04;chloroprocaine
MN01BA05;benzocaine
MN01BA52;procaine, combinations
MN01BA53;tetracaine, combinations
MN01BB;amides
MN01BB01;bupivacaine
MN01BB02;lidocaine
MN01BB03;mepivacaine
MN01BB04;prilocaine
MN01BB05;butanilicain
MN01BB06;cinchocaine
MN01BB07;etidocaine
MN01BB08;articaine
MN01BB09;ropivacaine
MN01BB10;levobupivacaine
MN01BB20;combinations of amides
MN01BB51;bupivacaine, combinations
MN01BB52;lidocaine, combinations
MN01BB53;mepivacaine, combinations
MN01BB54;prilocaine, combinations
MN01BB57;etidocaine, combinations
MN01BB58;articaine, combinations
MN01BB59;bupivacaine and meloxicam
MN01BC;benzoic acid esters
MN01BC01;cocaine
MN01BX;other local anesthetics
MN01BX01;ethyl chloride
MN01BX02;dyclonine
MN01BX03;phenol
MN01BX04;capsaicin
MN02;analgesics
MN02A;opioids
MN02AA;natural opium alkaloids
MN02AA01;morphine
MN02AA02;opium
MN02AA03;hydromorphone
MN02AA04;nicomorphine
MN02AA05;oxycodone
MN02AA08;dihydrocodeine
MN02AA10;papaveretum
MN02AA11;oxymorphone
MN02AA51;morphine, combinations
MN02AA53;hydromorphone and naloxone
MN02AA55;oxycodone and naloxone
MN02AA56;oxycodone and naltrexone
MN02AA58;dihydrocodeine, combinations
MN02AA59;codeine, comb. excl. psycholeptics
MN02AA79;codeine, combinations with psycholeptics
MN02AB;phenylpiperidine derivatives
MN02AB01;ketobemidone
MN02AB02;pethidine
MN02AB03;fentanyl
MN02AB52;pethidine, combinations excl. psycholeptics
MN02AB72;pethidine, combinations with psycholeptics
MN02AC;diphenylpropylamine derivatives
MN02AC01;dextromoramide
MN02AC03;piritramide
MN02AC04;dextropropoxyphene
MN02AC05;bezitramide
MN02AC52;methadone, combinations excl. psycholeptics
MN02AC54;dextropropoxyphene, combinations excl. psycholeptics
MN02AC74;dextropropoxyphene, combinations with psycholeptics
MN02AD;benzomorphane derivatives
MN02AD01;pentazocine
MN02AD02;phenazocine
MN02AD51;pentazocine and naloxone
MN02AE;oripavine derivatives
MN02AE01;buprenorphine
MN02AF;morphinan derivatives
MN02AF01;butorphanol
MN02AF02;nalbuphine
MN02AG;opioids in combination with antispasmodics
MN02AG01;morphine and antispasmodics
MN02AG02;ketobemidone and antispasmodics
MN02AG03;pethidine and antispasmodics
MN02AG04;hydromorphone and antispasmodics
MN02AJ;opioids in combination with non-opioid analgesics
MN02AJ01;dihydrocodeine and paracetamol
MN02AJ02;dihydrocodeine and acetylsalicylic acid
MN02AJ03;dihydrocodeine and other non-opioid analgesics
MN02AJ06;codeine and paracetamol
MN02AJ07;codeine and acetylsalicylic acid
MN02AJ08;codeine and ibuprofen
MN02AJ09;codeine and other non-opioid analgesics
MN02AJ13;tramadol and paracetamol
MN02AJ14;tramadol and dexketoprofen
MN02AJ15;tramadol and other non-opioid analgesics
MN02AJ16;tramadol and celecoxib
MN02AJ17;oxycodone and paracetamol
MN02AJ18;oxycodone and acetylsalicylic acid
MN02AJ19;oxycodone and ibuprofen
MN02AJ22;hydrocodone and paracetamol
MN02AJ23;hydrocodone and ibuprofen
MN02AX;other opioids
MN02AX01;tilidine
MN02AX02;tramadol
MN02AX03;dezocine
MN02AX05;meptazinol
MN02AX06;tapentadol
MN02AX07;oliceridine
MN02AX51;tilidine and naloxone
MN02B;other analgesics and antipyretics
MN02BA;salicylic acid derivatives
MN02BA01;acetylsalicylic acid
MN02BA02;aloxiprine
MN02BA03;choline salicylate
MN02BA04;sodium salicylate
MN02BA05;salicylamide
MN02BA06;salicyloylsalicylic acid
MN02BA07;ethenzamide
MN02BA08;morpholine salicylate
MN02BA09;dipyrocetyl
MN02BA10;benorilate
MN02BA11;diflunisal
MN02BA12;potassium salicylate
MN02BA14;guacetisal
MN02BA15;carbasalate calcium
MN02BA16;imidazole salicylate
MN02BA51;acetylsalicylic acid, combinations excl. psycholeptics
MN02BA55;salicylamide, combinations excl. psycholeptics
MN02BA57;ethenzamide, combinations excl. psycholeptics
MN02BA59;dipyrocetyl, combinations excl. psycholeptics
MN02BA65;carbasalate calcium, combinations excl. psycholeptics
MN02BA67;magnesium salicylate, combinations excl. psycholeptics
MN02BA71;acetylsalicylic acid, combinations with psycholeptics
MN02BA75;salicylamide, combinations with psycholeptics
MN02BA77;etenzamide, combinations with psycholeptics
MN02BA79;dipyrocetyl, combinations with psycholeptics
MN02BB;pyrazolones
MN02BB01;phenazone
MN02BB02;metamizole sodium
MN02BB03;aminophenazone
MN02BB04;propyphenazone
MN02BB05;nifenazone
MN02BB51;phenazone, combinations excl. psycholeptics
MN02BB52;dipyrone, combinations excl. psycholeptics
MN02BB53;aminophenazone, combinations excl. psycholeptics
MN02BB54;propyphenazone, combinations excl. psycholeptics
MN02BB71;phenazone, combinations with psycholeptics
MN02BB72;dipyrone, combinations with psycholeptics
MN02BB73;aminophenazone, combinations with psycholeptics
MN02BB74;propyphenazone, combinations with psycholeptics
MN02BE;anilides
MN02BE01;paracetamol
MN02BE02;tolfenamic acid
MN02BE03;phenacetin
MN02BE04;bucetin
MN02BE05;propacetamol
MN02BE51;paracetamol, combinations excl. psycholeptics
MN02BE53;phenacetin, combinations excl. psycholeptics
MN02BE54;bucetin, combinations excl. psycholeptics
MN02BE71;paracetamol, combinations with psycholeptics
MN02BE73;phenacetin, combinations with psycholeptics
MN02BE74;bucetin, combinations with psycholeptics
MN02BF;gabapentinoids
MN02BF01;gabapentin
MN02BF02;pregabalin
MN02BF03;mirogabalin
MN02BG;other analgesics and antipyretics
MN02BG02;rimazolin
MN02BG03;glafenin
MN02BG04;floctafenine
MN02BG05;viminol
MN02BG06;nefopam
MN02BG07;flupirtine
MN02BG08;ziconotide
MN02BG09;methoxyflurane
MN02BG10;cannabinoids
MN02BG12;tanezumab
MN02C;anti-migraine drugs
MN02CA;ergot alkaloids
MN02CA01;dihydroergotamine
MN02CA02;ergotamine
MN02CA04;methysergide
MN02CA06;dihydroergocristine
MN02CA07;lisurid
MN02CA51;dihydroergotamine, combination preparations
MN02CA52;ergotamine, combination preparations
MN02CA56;dihydroergocristine, combinations
MN02CA72;ergotamine in combination with psycholeptics
MN02CB;corticosteroid derivatives
MN02CB01;flumedroxone
MN02CC;selective 5HT(1) receptor agonists
MN02CC01;sumatriptan
MN02CC02;naratriptan
MN02CC03;zolmitriptan
MN02CC04;rizatriptan
MN02CC05;almotriptan
MN02CC06;eletriptan
MN02CC07;frovatriptan
MN02CC08;lasmiditan
MN02CC51;sumatriptan and naproxen
MN02CD;calcitonin gene-related peptide (CGRP) antagonists
MN02CD01;erenumab
MN02CD02;galcanezumab
MN02CD03;fremanezumab
MN02CD04;unsecured mortgage
MN02CD05;eptinezumab
MN02CD06;rimegante
MN02CD07;atogepant
MN02CD08;zavegepant
MN02CX;other migraine drugs
MN02CX01;pizotifen
MN02CX02;clonidine
MN02CX03;iprazochrome
MN02CX05;dimethothiazine
MN02CX06;oxetorone
MN03;antiepileptics
MN03A;antiepileptics
MN03AA;barbiturates and derivatives
MN03AA01;methylphenobarbital
MN03AA02;phenobarbital
MN03AA03;primidone
MN03AA04;barbexaclon
MN03AA30;metharbital
MN03AB;hydantoin derivatives
MN03AB01;ethotoin
MN03AB02;phenytoin
MN03AB03;amino(diphenylhydantoin)valeric acid
MN03AB04;mephenytoin
MN03AB05;fosphenytoin
MN03AB52;phenytoin, combinations
MN03AB54;mephenytoin, combinations
MN03AC;oxazolidine derivatives
MN03AC01;paramethadione
MN03AC02;trimethadione
MN03AC03;ethadione
MN03AD;succinimide derivatives
MN03AD01;ethosuximide
MN03AD02;phensuximide
MN03AD03;mesuximide
MN03AD51;ethosuximide, combinations
MN03AE;benzodiazepine derivatives
MN03AE01;clonazepam
MN03AF;carboxamide derivatives
MN03AF01;carbamazepine
MN03AF02;oxcarbazepine
MN03AF03;rufinamide
MN03AF04;eslicarbazepine
MN03AG;fatty acid derivatives
MN03AG01;valproic acid
